"tested_point_index","delta_m2_eV2","sin2_2theta_mue","toys","observed_profiled_delta_nll","toy_90_critical","toy_95_critical","toy_99_critical","toy_mean","toy_standard_deviation"
"16555","0.694269","0.000877628","10000","19.492703694070997","4.867186847494054","6.161985368512205","9.49935119264353","2.407399294373237","1.952791607141519"
"16556","0.694269","0.000916115","10000","19.158592389543458","4.846130610200987","6.059118451540257","8.771076683415345","2.405998237032829","1.8638864917811302"
"16557","0.694269","0.00095629","10000","18.816391177697653","4.983516169360087","6.2308306776208155","9.097050316063303","2.469108037895896","1.9319675669753764"
"16558","0.694269","0.000998227","10000","18.466283154470432","4.996501642036321","6.256492578627046","9.377433912315666","2.5124685292902935","1.937683195785203"
"16559","0.694269","0.001042","10000","18.10852748446399","4.955266858946402","6.138122610812729","9.490243436082096","2.50263816999966","1.9481347714964723"
"16560","0.694269","0.0010877","10000","17.74332836951504","5.0176802334501645","6.331810306614614","9.598967205243582","2.539734510706568","1.9808794274413817"
"16561","0.694269","0.0011354","10000","17.37112428297013","5.149156939903833","6.505216832306871","9.406766649957092","2.5875923797186267","2.005118334510775"
"16562","0.694269","0.00118519","10000","16.992311572297865","5.1168064366439125","6.2802616724019344","9.413553260403205","2.565845388063649","1.968601200975302"
"16563","0.694269","0.00123716","10000","16.60738903043847","5.197351391385894","6.445810801578261","9.61478485384157","2.6100392611139998","2.0261908016884354"
"16564","0.694269","0.00129142","10000","16.216820068169795","5.21082077688061","6.502804790746154","9.305473569284118","2.6253470802792247","2.0163640268472984"
"16565","0.694269","0.00134805","10000","15.821402169627902","5.331588584349333","6.639791222805513","9.377965118685779","2.6624746418663547","2.0711086288804355"
"16566","0.694269","0.00140717","10000","15.421772822700689","5.367098069618692","6.517429552889951","9.964613868600054","2.6709776084096406","2.0801831412543046"
"16567","0.694269","0.00146888","10000","15.018843820782479","5.503661942152348","6.823914881033147","9.686489927569482","2.737136976772831","2.110579584407756"
"16568","0.694269","0.00153329","10000","14.613597448441112","5.4013104544573025","6.617755966027744","9.833706933476208","2.693513259326674","2.095049881130397"
"16569","0.694269","0.00160053","10000","14.207043376296554","5.5481316387707125","6.810815569027056","9.822760117974497","2.71306223514651","2.140277800333649"
"16570","0.694269","0.00167072","10000","13.800418343427225","5.604180578798719","6.877029995433588","9.745049633257338","2.7268524883428333","2.1516517170971037"
"16571","0.694269","0.00174399","10000","13.395070065078187","5.773828810028817","7.018447250843337","10.190634623896585","2.78502117105014","2.2134482177315897"
"16572","0.694269","0.00182047","10000","12.992525985813643","5.767234609982495","7.10056989740599","9.992050530274412","2.8134068034422746","2.2232272151455397"
"16573","0.694269","0.0019003","10000","12.594448816759098","5.761932592980543","7.195996510115265","10.14751059077247","2.790874392376044","2.2345084314484422"
"16574","0.694269","0.00198364","10000","12.202608660776491","5.787146198414689","7.065540031483863","10.165928106267245","2.7846246423720045","2.2546801530574068"
"16575","0.694269","0.00207063","10000","11.819086324808154","5.8258265818047335","7.151428379132369","10.188279947622163","2.796502248441056","2.2698741176969532"
"16576","0.694269","0.00216143","10000","11.446088382737571","5.864467348793141","7.224572020613209","10.230297967139848","2.8020389983332694","2.2776750282177884"
"16577","0.694269","0.00225622","10000","11.085979471199892","5.990578109384046","7.401893201203052","10.476793436790729","2.8198445419863725","2.321566972171368"
"16578","0.694269","0.00235516","10000","10.741448505582582","6.033329102508333","7.365926381417921","10.169983944218814","2.8239885003481935","2.3325179977227357"
"16579","0.694269","0.00245844","10000","10.415327386501133","5.948574794089154","7.3773675647692585","10.731307615347419","2.773865770366488","2.3524979281017258"
"16580","0.694269","0.00256625","10000","10.110719048068574","5.970754539944039","7.457798015632875","10.451699666157367","2.7750128324563628","2.34748743824747"
"16581","0.694269","0.00267879","10000","9.830972452295384","6.004064672586821","7.4032016544894645","10.750119796263562","2.7708722503541705","2.357693672463135"
"16582","0.694269","0.00279627","10000","9.579695905295864","6.0355818189551655","7.473073501764702","10.501743332302055","2.7780692968610494","2.3931939402754465"
"16583","0.694269","0.00291889","10000","9.360800924232535","5.966260494170967","7.479997857426895","10.377909056870976","2.7439268726750194","2.3560878475263354"
"16584","0.694269","0.0030469","10000","9.17840098772973","6.066457202488834","7.614864662117327","11.0621210152608","2.7753862939830634","2.4375593419181913"
"16585","0.694269","0.00318052","10000","9.036961489926568","6.052083392858265","7.654736228622937","11.126293383546852","2.7451029069829054","2.4721574691400146"
"16586","0.694269","0.00331999","10000","8.941205395294446","5.9848763838667765","7.45341011000221","10.583426792712942","2.696626103996129","2.4001446817952456"
"16587","0.694269","0.00346559","10000","8.896129858789152","5.989856392353772","7.529258398049649","10.626017558086346","2.639036472458744","2.40978286135992"
"16588","0.694269","0.00361756","10000","8.907039572264523","5.996111939396485","7.567221691020563","10.751030148442851","2.656224123008633","2.44859069137448"
"16589","0.694269","0.00377621","10000","8.979515054556941","5.897674503052542","7.468496490815994","10.837312496481104","2.5985989901223134","2.4014418398096935"
"16590","0.694269","0.00394181","10000","9.119402227566013","5.812454604577738","7.447776216576642","10.73384301973681","2.601498956704857","2.3790097447057077"
"16591","0.694269","0.00411467","10000","9.332812074576907","5.812789179787217","7.433246390905026","10.834642024673485","2.559841994330006","2.430511436492673"
"16592","0.694269","0.00429511","10000","9.626100902171174","5.696377698230378","7.301124587733966","10.600080309464715","2.49220783227367","2.368384970098907"
"16593","0.694269","0.00448347","10000","10.005862444888805","5.829799994993323","7.518144512970252","10.901350443680883","2.5499124372212885","2.438432040489042"
"16594","0.694269","0.00468008","10000","10.4788323181657","5.651035566853579","7.401216472849626","11.256744009286592","2.4959961574732303","2.4344575144800435"
"16595","0.694269","0.00488532","10000","11.051983838844535","5.683092428698728","7.244896216684026","10.922550535992912","2.436106899629383","2.4063004765730427"
"16596","0.694269","0.00509956","10000","11.732350803736551","5.681902604708284","7.259326962232933","11.018981367741219","2.439935129172805","2.418128880796746"
"16597","0.694269","0.0053232","10000","12.52707847777208","5.444595539514751","7.001645826512004","10.413256233898153","2.3357568041382843","2.2951856119140377"
"16598","0.694269","0.00555664","10000","13.44326938306125","5.452867149383849","7.123124267427954","10.684487053909834","2.360529922198665","2.3370284140247546"
"16599","0.694269","0.00580031","10000","14.488022661602542","5.401449299207798","6.925699700750101","10.5170810892173","2.297378356687104","2.2988080155216086"
"16600","0.694269","0.00605468","10000","15.668434362402138","5.393667577846941","7.074123841793153","10.850527199215321","2.3489641990631007","2.3427172172149247"
"16601","0.694269","0.0063202","10000","16.991248240638924","5.25863348809969","6.963992349139971","10.754324793488479","2.295068819893071","2.330276150101973"
"16602","0.694269","0.00659736","10000","18.463036052580094","5.271391423498187","6.940128541349736","10.406212098701474","2.2577282733237296","2.2759878012785566"
"16603","0.694269","0.00688668","10000","20.090086780237925","5.200146739065076","6.765310226121869","10.558534571812004","2.239469506366306","2.260286226812974"
"16604","0.694269","0.00718868","10000","21.878148908709022","5.057534904213583","6.698566153305251","10.66382763813914","2.184235055577682","2.256059190746691"
"16605","0.694269","0.00750393","10000","23.832626239779245","4.995952546138653","6.541398253053671","10.472813650748208","2.178767099349201","2.2031854716056567"
"16606","0.694269","0.00783301","10000","25.958262958063017","4.87783471329351","6.529393489785548","9.841421395085717","2.1515838328138788","2.1704109782096572"
"16607","0.694269","0.00817651","10000","28.259041064546693","4.978238738681966","6.591883705415512","10.307151893583068","2.1620609191451967","2.2044202849069734"
"16608","0.694269","0.00853508","10000","30.738439040572416","4.89322232992356","6.2866957648867015","9.758479675599972","2.102214838516261","2.1321306523410746"
"16609","0.694269","0.00890938","10000","33.399040085396166","4.904174103346293","6.335382846541108","9.785939322314903","2.0886211938835686","2.1443306555371215"
"16610","0.694269","0.00930008","10000","36.242461455262","4.8457494710687","6.360386975383335","9.648403635347051","2.0988028782854333","2.1330280281306173"
"16611","0.694269","0.00970793","10000","39.269830162057076","4.802798250691865","6.204044184740212","9.596506088089313","2.050772210910613","2.097799960220853"
"16612","0.694269","0.0101337","10000","42.481342797632976","4.7248334324505095","6.238668089948931","9.831005239416982","2.050931355634766","2.092680840475778"
"16613","0.694269","0.010578","10000","45.87487738036134","4.730179426516827","6.182887295322473","9.615589327669454","2.034800136504313","2.0757841734052427"
"16614","0.694269","0.0110419","10000","49.450758453497315","4.722706332031748","6.1697981718297115","9.667567706845773","2.037452058516881","2.077250661493428"
"16615","0.694269","0.0115262","10000","53.20625503480119","4.69217925326825","5.954777958060902","9.406237344185229","2.0255659193363056","2.02465360606922"
"16616","0.694269","0.0120316","10000","57.13690608124807","4.6091591681727095","6.044401493434918","9.303970324332056","2.0093862694300837","2.0074168007488424"
"16617","0.694269","0.0125593","10000","61.2413047420867","4.617914568464528","5.997137437165065","9.264914684890982","1.988227710519106","2.0414533565152557"
"16618","0.694269","0.01311","10000","65.51344817974712","4.612611969898921","6.113566421645032","9.72972240485143","2.008712639566037","2.0662982164648698"
"16619","0.694269","0.0136849","10000","69.95064488746902","4.6454049598519305","5.986266538953487","9.003371405228052","1.996849768417827","1.9659662688419954"
"16620","0.694269","0.0142851","10000","74.54898043288273","4.677925853515887","5.996633538066931","9.364541671281415","1.981217617965712","2.0471624915452638"
"16621","0.694269","0.0149115","10000","79.30273512569272","4.55529916133861","5.975114204971078","9.394237659598843","1.9822217082138216","2.018385012619297"
"16622","0.694269","0.0155655","10000","84.20985079581015","4.569143103804322","5.952140186651036","9.804450222351079","1.9980146497487963","2.046953706297825"
"16623","0.694269","0.0162481","10000","89.26522784543874","4.6404261567013805","5.966872979637799","9.136726558078294","1.9796808728046031","2.011151787180217"
"16624","0.694269","0.0169606","10000","94.46612394007417","4.535394596566732","5.96769484264513","9.486193921496238","1.9815251759595656","2.0154273851486657"
"16625","0.694269","0.0177044","10000","99.81067338519159","4.576093397380475","5.985691416621421","8.977319072613284","1.969585483694413","1.9829721068193955"
"16626","0.694269","0.0184808","10000","105.29649625401686","4.616754834948267","6.018691085307523","9.134168475475235","1.9780823052887568","2.0205469854362645"
"16627","0.694269","0.0192912","10000","110.92217504786487","4.610066915658535","6.003933808237775","9.05161612033487","1.9689781396208108","1.9904475243861202"
"16628","0.694269","0.0201372","10000","116.68787622353608","4.675150176955299","6.1511121781353495","9.654799972962962","2.0190605451702415","2.0970740348374677"
"16629","0.694269","0.0210203","10000","122.59321068778627","4.644067411828303","6.1158375139091845","9.452385100561798","2.001957566895928","2.047651323096035"
"16630","0.694269","0.0219421","10000","128.63854418994055","4.603033658156278","6.030097214042712","9.547714400839823","1.9781623981614125","2.0632521079887396"
"16631","0.694269","0.0229043","10000","134.82485833579386","4.5849450814178","6.064653503514762","9.623874103064395","1.9839257171617868","2.046682517268054"
"16632","0.694269","0.0239088","10000","141.1542194033795","4.663363836759572","5.985442493098958","9.280993125081523","1.9961478441003633","2.0049476162693924"
"16633","0.694269","0.0249573","10000","147.62710785222595","4.7019210599104895","6.125079927659044","9.199413206520319","1.9835260105212602","2.0378733964905797"
"16634","0.694269","0.0260517","10000","154.2448393584828","4.6503522193986555","6.081920018480105","9.438951389715385","2.009980993665549","2.042832655973977"
"16635","0.694269","0.0271942","10000","161.00993034852644","4.530182205416395","5.92080918235996","9.07033892276121","1.9463595972593284","1.9713573685106893"
"16636","0.694269","0.0283867","10000","167.92238897699048","4.5890036876495515","5.905123511562579","9.12283888427612","1.9938884196984574","1.9884221082097746"
"16637","0.694269","0.0296316","10000","174.98432712732864","4.637202518783965","5.992793707431929","9.455797606146803","1.9649329610360422","2.0206463196921676"
"16638","0.694269","0.0309311","10000","182.1957669204433","4.634722706221794","5.9707738073027485","9.556111124037272","1.979391115792332","2.042611457345597"
"16639","0.694269","0.0322875","10000","189.5563546040883","4.556124197691133","6.004792248376248","9.154755315486398","1.9511289138603505","1.9904483459714293"
"16640","0.694269","0.0337034","10000","197.0663524471898","4.489425561719486","5.892758576718165","9.012485948380231","1.9428980860758918","1.9690109512541472"
"16641","0.694269","0.0351814","10000","204.72494762405137","4.659449069021093","6.203458407233256","9.36356027584634","1.9884758231726591","2.068128135488427"
"16642","0.694269","0.0367243","10000","212.5313034345847","4.576232838721239","5.8561879059520265","9.1806134120543","1.9685562363333817","1.9964702811745292"
"16643","0.694269","0.0383348","10000","220.4830458998835","4.525345524136071","5.978314979861693","9.364404649346056","1.9597770142690272","2.015665382012545"
"16644","0.694269","0.0400159","10000","228.5783162773851","4.465931489382228","5.915382160469051","9.455179787139514","1.9450174853097004","2.005836044670336"
"16645","0.694269","0.0417707","10000","236.81476583692898","4.566632048961537","5.972088291912257","9.25468452447501","1.9510251757025456","2.053907621315479"
"16646","0.694269","0.0436025","10000","245.1900621962762","4.569610784378483","5.945851012486855","9.3446761353419","1.9591711431012242","2.026217752894753"
"16647","0.694269","0.0455146","10000","253.70101434365148","4.546533503630712","5.88167891164079","9.085363709740705","1.9252438140919963","2.002401655596156"
"16648","0.694269","0.0475106","10000","262.34498373565617","4.588342227963949","6.044634335391208","9.075461021726198","1.9751415907774557","2.0261573198732585"
"16649","0.694269","0.0495941","10000","271.11859108631376","4.588543042764684","5.971487263287429","8.904931094845722","1.9339525026837152","1.9732699849089304"
"16650","0.694269","0.051769","10000","280.0190588344587","4.540652612508495","5.999921186975939","9.236395596576415","1.9519839330228435","2.0339323375493743"
"16651","0.694269","0.0540392","10000","289.0429889798282","4.521244488661409","5.946815416212985","9.00258717337448","1.937693586083513","1.9801848831629403"
"16652","0.694269","0.0564091","10000","298.18838945328315","4.5024307763086995","5.9324782574873325","9.34488236060389","1.928383985330935","2.012621602864074"
"16653","0.694269","0.0588828","10000","307.4515563258845","4.58805713869134","6.009741175484123","9.326711213568615","1.9519093157453986","2.022052255601111"
"16654","0.694269","0.061465","10000","316.8305754315715","4.546961066138351","5.941206956606152","9.062431607292524","1.9582527202707882","1.995482280353405"
"16655","0.694269","0.0641605","10000","326.3233576652114","4.584190248249286","5.964283818901492","9.222285099562214","1.9331343780742882","2.0371600198576565"
"16656","0.694269","0.0669741","10000","335.92734602758634","4.566918152464666","5.967380395510077","9.411784013449449","1.9329192882649542","2.028402827388248"
"16657","0.694269","0.0699112","10000","345.64155435451113","4.5089055213407505","5.899192735150336","9.473303124102529","1.9193173578319351","2.038518816455954"
"16658","0.694269","0.072977","10000","355.463808605985","4.626950844370583","6.01151774426711","9.446411003877358","1.9725172539192324","2.040347767158873"
"16659","0.694269","0.0761773","10000","365.39336059750036","4.6444768876338","6.019776261144614","9.435549555822547","1.97866648301829","2.037819821469057"
"16660","0.694269","0.079518","10000","375.42916988813573","4.538911683429774","5.868921458513228","9.104521960214868","1.9116174335817202","1.9767117478155953"
"16661","0.694269","0.0830051","10000","385.56990950397727","4.667065261840378","6.0651413438185955","9.047502714627342","1.9322347377216313","2.011402161462026"
"16662","0.694269","0.0866452","10000","395.81534667778607","4.500045297995371","5.8128848270400795","8.945956532710397","1.911923075987407","1.9964773348921745"
"16663","0.694269","0.0904449","10000","406.16449860229756","4.5483611762276155","5.878694700126232","9.047919129677496","1.915125798237762","1.970636804367044"
"16664","0.694269","0.0944112","10000","416.61670542463145","4.491550208921296","5.88242437335316","9.126109567895128","1.9261549120615906","2.0034277103140514"
"16665","0.694269","0.0985515","10000","427.1714866698729","4.578668101008589","5.858334209291513","9.192376506233245","1.9101464657258607","2.033757988761634"
"16666","0.694269","0.102873","10000","437.82694844099234","4.461874665324785","5.855645764427095","9.111287577897315","1.8904987027524751","1.984039132958109"
"16667","0.694269","0.107385","10000","448.58528583438357","4.545143943985806","6.066850228265025","9.293372952102516","1.934226336590596","2.0355071228464077"
"16668","0.694269","0.112094","10000","459.44087637927413","4.550831442976744","6.009549396511716","9.312323145791083","1.939011502755896","2.054013501162259"
"16669","0.694269","0.11701","10000","470.3952059877152","4.5315891955294205","6.007105098402803","9.174939347391557","1.908801018000664","2.0404591368916893"
"16670","0.694269","0.122141","10000","481.44393326639425","4.518768569595579","5.993310782531694","9.338698704880471","1.930007423081639","2.0467189831310684"
"16671","0.694269","0.127497","10000","492.58586007346895","4.551809025407181","6.0879748077256295","9.36410449237917","1.9225988885065302","2.052180062169545"
"16672","0.694269","0.133088","10000","503.8183141127964","4.547207261113215","5.917678160092578","8.926062182888927","1.8917980136336918","1.9959429425666608"
"16673","0.694269","0.138925","10000","515.1391283530627","4.475901906385104","5.862296016331186","9.079359930554915","1.8965773530259873","1.9917808556544774"
"16674","0.694269","0.145017","10000","526.540868162411","4.591001684368109","5.9256717652060615","8.907465691835796","1.897669919107121","2.017879016097512"
"16675","0.694269","0.151377","10000","538.0222231776579","4.570900418835265","5.942101106204916","9.4138906823502","1.911987981432196","2.043155019556892"
"16676","0.694269","0.158015","10000","549.574839916181","4.569617685721994","5.81002445139535","9.087699130424937","1.894659532655944","1.9832455960011"
"16677","0.694269","0.164945","10000","561.1959260427739","4.567582160122299","5.923431389142195","9.21875508119166","1.902611735475321","2.022714407982894"
"16678","0.694269","0.172178","10000","572.876038174549","4.525861865840511","6.0389924112571975","9.324161879328187","1.9207451683615697","2.0502852082438463"
"16679","0.694269","0.179729","10000","584.6108229565316","4.462767884907407","5.821020090583318","8.912347271412727","1.8604060243283227","1.9752991076471902"
"16680","0.694269","0.18761","10000","596.3897187295718","4.597207109441911","5.979060501349522","9.081118466399175","1.8892701317004157","2.0081325901582208"
"16681","0.694269","0.195838","10000","608.2082772836584","4.540301040091947","5.885638257729511","8.939468268852863","1.881422146303692","1.998228358368876"
"16682","0.694269","0.204426","10000","620.0547537668781","4.546448528524365","6.080667072586948","9.155976726912343","1.916637451708317","2.023386261457699"
"16683","0.694269","0.213391","10000","631.9218093555562","4.609396241158549","5.913042977297266","8.917784579932402","1.8860897391020608","1.9995881247489575"
"16684","0.694269","0.222749","10000","643.7994029218291","4.591351071915767","6.012998729663877","9.117027089029762","1.9023158643900617","2.038370523574916"
"16685","0.694269","0.232517","10000","655.6776663406447","4.428133079189138","5.844251742206723","8.935552614957658","1.867468387019902","1.9685863781834747"
"16686","0.694269","0.242714","10000","667.5480050230399","4.472117010943464","5.834432526638977","8.790550975039707","1.852851122681748","1.9590370575256166"
"16687","0.694269","0.253357","10000","679.3984702393711","4.559464349563143","6.017580554331175","9.165739516603253","1.8923600196578925","2.0395452783871226"
"16688","0.694269","0.264468","10000","691.2217738215243","4.407172414592196","5.8429153482071","9.005649932128222","1.8482973342263755","2.000291537201728"
"16689","0.694269","0.276066","10000","703.0063755876154","4.415989496686905","5.8632086264080385","9.008091562618006","1.840481609171757","2.0030276087853394"
"16690","0.694269","0.288172","10000","714.7421760692123","4.430540183575829","5.897137803770079","9.120980380555636","1.8511324518049515","2.0365153663302435"
"16691","0.694269","0.30081","10000","726.4211885484392","4.447591496824373","5.844598935334204","8.812759206351984","1.8457429918202557","1.9783227557351066"
"16692","0.694269","0.314001","10000","738.0319661453452","4.558291125867868","5.867629258446641","9.121240588886565","1.8771172892556787","2.014296664361228"
"16693","0.694269","0.327771","10000","749.5670194247796","4.4842644262620865","5.802890856231784","9.125592387236338","1.8535618489702124","2.0067035415668473"
"16694","0.694269","0.342145","10000","761.0173399639061","4.292872815732778","5.767752092047942","8.9892531962426","1.7989078011528123","1.9630077055087223"
"16695","0.694269","0.35715","10000","772.3750525972077","4.430577168528373","5.854786284027057","9.138920991355292","1.8231019717340955","1.9936908761437488"
"16696","0.694269","0.372812","10000","783.631148490414","4.43432630213141","5.904254563104473","9.308532034273355","1.8615599969177317","2.017031955569362"
"16697","0.694269","0.389161","10000","794.7792011375727","4.550602168314413","5.873643537029807","9.166549142759152","1.8874328913939247","2.039332473352994"
"16698","0.694269","0.406227","10000","805.8123328107545","4.410518322662199","5.756835466714847","9.129571400846999","1.8493787980709122","2.0005612428206265"
"16699","0.694269","0.424042","10000","816.7246173479023","4.450486837683172","5.855296324961216","9.20976946657504","1.8718905270442991","2.0364080282869343"
"16700","0.694269","0.442637","10000","827.5092545501254","4.611499755585726","6.149844522472051","9.610195038618201","1.9100742010409921","2.1323411861023294"
"16701","0.694269","0.462049","10000","838.1626479143804","4.487404012315437","6.000070758747597","9.250980715809419","1.8833364066484395","2.0532588810962977"
"16702","0.694269","0.482311","10000","848.6786343039582","4.487061930546986","5.891266486051052","8.993400962767055","1.8577389202957486","2.014982024037327"
"16703","0.694269","0.503462","10000","859.0540144349939","4.4376249691814","5.810245199131771","9.631249484040666","1.833630432112576","2.055874386554068"
"16704","0.694269","0.525541","10000","869.285183262713","4.607549653326657","6.008657503521533","9.586621679620578","1.8921757074142942","2.095594287131162"
"16705","0.694269","0.548588","10000","879.3687357132735","4.337888024884023","5.711759572594076","9.02209020439858","1.8119151751988947","2.005139238620901"
"16706","0.694269","0.572645","10000","889.3019027711048","4.379273329429282","5.723961218211684","8.463268912997194","1.8044242928121725","1.948952179353691"
"16707","0.694269","0.597758","10000","899.0832225713712","4.453616737438381","5.8537963998918485","9.35632188285274","1.8405143334953922","2.033846293405842"
"16708","0.694269","0.623971","10000","908.7101099553793","4.527454474143781","5.930755404648778","9.515182393745533","1.8389328747842544","2.083104843188594"
"16709","0.694269","0.651335","10000","918.1822501453034","4.426224788652803","5.675649998630888","8.865419311063704","1.8166082232011365","1.9784379543051192"
"16710","0.694269","0.679898","10000","927.4978689631964","4.422863458579343","5.820439734903175","9.118694332533721","1.815152358047501","1.998536619387183"
"16711","0.694269","0.709714","10000","936.6568612663314","4.2841840163955","5.613296317818538","8.901666388427884","1.7834100964596153","1.9565107825635355"
"16712","0.694269","0.740838","10000","945.658977926432","4.391058936875822","5.695570085032557","8.763591466823698","1.8266246664799262","1.950193546282102"
"16713","0.694269","0.773326","10000","954.5038937461791","4.3512241048733244","5.656474924625627","9.300276694005618","1.8011505997544228","2.005275240890301"
"16714","0.694269","0.807239","10000","963.1922597366784","4.459445508856504","5.831820279482088","8.965362846907567","1.8283541283864957","2.0060623635665493"
"16715","0.694269","0.842639","10000","971.724522303497","4.3217458965391415","5.560263587589873","8.76512283213549","1.7633992129808722","1.9474050024447325"
"16716","0.694269","0.879592","10000","980.1016567304916","4.2696302835148","5.6118567245647455","8.939739815278813","1.766279507444986","1.9592537085159571"
"16717","0.694269","0.918165","10000","988.3244132853265","4.0291020190367135","5.442885028709497","8.915023078064223","1.7029877983559611","1.8982479772135228"
"16718","0.694269","0.95843","10000","996.3941705033631","3.9020848617250863","5.1318500868515","8.041000455599317","1.5204901026050541","1.8472052462322779"
"16719","0.694269","1.0","10000","1004.2279913252491","3.9206085538709203","5.407741337402399","8.458562974883932","1.325591317079076","1.9222846912174718"
"16720","0.72894","0.0003","10000","25.095090004003225","4.177518654871335","5.566712845677216","8.73554232522008","1.885416093332074","1.8313409964222402"
"16721","0.72894","0.0003133","10000","24.93859195561322","4.192819036917456","5.535214867902596","8.704987797948718","1.8691706720466663","1.819415195024804"
"16722","0.72894","0.00032704","10000","24.777914180107757","4.299143280849535","5.691849917372849","9.094466662313607","1.9338885811391588","1.8900536102947019"
"16723","0.72894","0.000341381","10000","24.611286198613357","4.224061940943443","5.533661980613488","8.926890420186396","1.9415945720777574","1.8439257456586158"
"16724","0.72894","0.000356352","10000","24.43850911180897","4.364170344329807","5.768930447581226","9.240245215810262","1.99042550968791","1.909633838728881"
"16725","0.72894","0.00037198","10000","24.259421341017685","4.31911960224744","5.712641512633525","9.181068424845591","1.9897772971690737","1.8442428154695851"
"16726","0.72894","0.000388292","10000","24.07387592237336","4.303391951342746","5.713986861361946","9.133217240066074","2.0089790851427076","1.8683330439160641"
"16727","0.72894","0.00040532","10000","23.8816850717659","4.32242764341089","5.695621245748157","9.108823107581486","2.0133559045078875","1.8471032674775003"
"16728","0.72894","0.000423095","10000","23.682690200045556","4.326325095646837","5.681071852736409","9.044228562536432","2.033813629104662","1.843688980046622"
"16729","0.72894","0.000441649","10000","23.47674031415579","4.3603703524888715","5.790501209251204","8.950910061817183","2.0625585416436127","1.8474191745767932"
"16730","0.72894","0.000461017","10000","23.263671595007622","4.377754945535287","5.706331148376819","8.997689444323214","2.0796989006250146","1.8406849442259499"
"16731","0.72894","0.000481234","10000","23.04334254056147","4.459800620325154","5.792833383859374","9.136976306051281","2.1160589770812894","1.877316028363617"
"16732","0.72894","0.000502338","10000","22.81560292923598","4.520193505982888","5.87804526324544","9.152146708561759","2.144045723282556","1.8779915407918484"
"16733","0.72894","0.000524367","10000","22.58032858544732","4.4424537583012125","5.861425867537605","8.87186268865787","2.1341035666165116","1.857484199702652"
"16734","0.72894","0.000547363","10000","22.337380702216876","4.505411721592509","5.850940285586887","8.95069123619163","2.189346844450184","1.8575755448736173"
"16735","0.72894","0.000571367","10000","22.08666157301002","4.4419422705428815","5.761040509266024","9.024913859696085","2.162090263329142","1.8355535367591247"
"16736","0.72894","0.000596423","10000","21.82807450407404","4.503737440994257","5.889200368274601","9.24443294321594","2.231339579683315","1.8623201790093427"
"16737","0.72894","0.000622578","10000","21.56152734028575","4.588602529544005","5.909513322739713","9.065197210237784","2.2547537877149715","1.8518174658100581"
"16738","0.72894","0.00064988","10000","21.286956208076674","4.619487268050875","5.988205867460579","9.204648047748492","2.2911657160314722","1.892076324043651"
"16739","0.72894","0.00067838","10000","21.004308418443543","4.568395967864433","5.839574781484657","8.871779418650476","2.281608243964382","1.8394216379504384"
"16740","0.72894","0.000708129","10000","20.71357573198128","4.676584012672038","5.945098585224628","8.965661127279304","2.3396100010743606","1.855959365261291"
"16741","0.72894","0.000739183","10000","20.41474876193405","4.817111647810805","6.09025439293498","9.455409723532398","2.3706654166970385","1.959266961207135"
"16742","0.72894","0.000771599","10000","20.10786063559152","4.8351699902351015","6.205192847991668","9.278044094807058","2.424446039834416","1.930826329336847"
"16743","0.72894","0.000805437","10000","19.792971808963784","4.820288663671306","6.109278254071285","9.304405199761334","2.4008875300180286","1.918938710639359"
"16744","0.72894","0.000840758","10000","19.47019323378396","4.863209686010066","6.22310761159099","8.93475476678691","2.452497335968221","1.9220903917000496"
"16745","0.72894","0.000877628","10000","19.13965441716408","4.845597860382668","6.142546211586819","9.376372721291887","2.442669548152205","1.9351250135619809"
"16746","0.72894","0.000916115","10000","18.8015368110714","4.918626167830155","6.155416719578795","9.09528347673887","2.481039715449126","1.920862638583964"
"16747","0.72894","0.00095629","10000","18.456070236420317","4.94798742886212","6.151987658303483","9.323798010793496","2.511379849438351","1.9430747758029925"
"16748","0.72894","0.000998227","10000","18.103538962079597","5.129052337855285","6.465791552678979","9.606938240004297","2.5505814929721113","2.0061928498137425"
"16749","0.72894","0.001042","10000","17.744312360603658","5.129287263838307","6.405213472050093","9.206965566432757","2.5713654073878227","1.9734587462540942"
"16750","0.72894","0.0010877","10000","17.3787141326639","5.10883157353112","6.302079989471565","9.315974223555145","2.5671880199852226","1.978692169554709"
"16751","0.72894","0.0011354","10000","17.007312856415467","5.261467873337267","6.567045504221539","9.650238947566663","2.643124286062258","2.040453323657679"
"16752","0.72894","0.00118519","10000","16.63064539777423","5.242852160937446","6.433671617687935","9.279443709487623","2.6120930461403487","2.000236539624251"
"16753","0.72894","0.00123716","10000","16.249362434623492","5.34892867905819","6.552136738889487","9.765261667796437","2.6773342607574393","2.061320038852849"
"16754","0.72894","0.00129142","10000","15.864092975898416","5.444156676122304","6.802387606234561","9.781433704540916","2.6943523965063987","2.116374551572774"
"16755","0.72894","0.00134805","10000","15.475809716028493","5.432597924379536","6.7523000214010835","9.85420869955749","2.7051772762751427","2.1133823085204777"
"16756","0.72894","0.00140717","10000","15.085342540952979","5.48736434876605","6.696412797777953","9.732505900223828","2.681215585183405","2.103304774764621"
"16757","0.72894","0.00146888","10000","14.693806663341036","5.568264039300004","6.82647512858108","9.972112544556751","2.7234471618154985","2.1363994535574533"
"16758","0.72894","0.00153329","10000","14.302402621211058","5.622484363274282","6.813529112897584","10.109751778984787","2.7422337108174952","2.146815825818964"
